PLATE,MJD,RACEN,DECCEN,RUN2D,RUN1D,QUALITY,SN^2,N_gal,N_QSO,N_star,N_unk,N_sky,SURVEY,PROG,CHUNK,TILEID,PUBLIC
5345,56010,158.88,14.68,v5_7_0,v5_7_0,good,18.9,637,124,113,46,80,boss,boss,boss26,13967,DR10
5346,55955,159.10,10.56,v5_7_0,v5_7_0,good,12.0,581,155,87,73,104,boss,boss,boss26,13991,DR10
5347,56008,159.84,16.41,v5_7_0,v5_7_0,good,12.9,592,139,111,66,92,boss,boss,boss26,13956,DR10
5348,55978,160.04,12.52,v5_7_0,v5_7_0,good,17.2,604,139,86,74,97,boss,boss,boss26,13979,DR10
5349,55929,160.52,8.59,v5_7_0,v5_7_0,good,17.6,610,138,91,52,109,boss,boss,boss26,14001,DR10
5350,56009,161.19,14.53,v5_7_0,v5_7_0,good,18.8,641,142,90,45,82,boss,boss,boss26,13968,DR10
5351,55952,161.74,10.52,v5_7_0,v5_7_0,good,12.6,561,150,126,50,113,boss,boss,boss26,13992,DR10
5352,56269,162.52,16.54,v5_7_0,v5_7_0,good,24.0,659,120,96,33,92,boss,boss,boss26,13957,DR11
5353,55980,162.76,12.54,v5_7_0,v5_7_0,good,13.0,580,153,114,58,95,boss,boss,boss26,13980,DR10
5354,55927,162.76,8.48,v5_7_0,v5_7_0,good,18.3,582,153,125,43,97,boss,boss,boss26,14002,DR10
5355,56009,163.73,14.54,v5_7_0,v5_7_0,good,17.4,605,157,93,52,93,boss,boss,boss26,13969,DR10
5356,55979,164.09,10.40,v5_7_0,v5_7_0,good,12.9,581,159,91,68,101,boss,boss,boss26,13993,DR10
5357,55956,164.97,12.14,v5_7_0,v5_7_0,good,23.7,615,143,109,35,98,boss,boss,boss26,13981,DR10
5358,56016,164.99,16.55,v5_7_0,v5_7_0,good,12.1,598,116,84,74,128,boss,boss,boss26,13958,DR10
5359,55953,165.21,8.28,v5_7_0,v5_7_0,good,15.1,614,154,78,42,112,boss,boss,boss26,14003,DR10
5360,55983,166.08,14.21,v5_7_0,v5_7_0,good,16.9,571,164,117,45,103,boss,boss,boss26,13970,DR10
5361,55973,166.39,10.20,v5_7_0,v5_7_0,good,22.2,641,142,97,31,89,boss,boss,boss26,13994,DR10
5362,56017,167.47,15.80,v5_7_0,v5_7_0,good,12.3,637,127,84,45,107,boss,boss,boss26,13959,DR10
5363,55956,167.47,8.11,v5_7_0,v5_7_0,good,23.5,631,152,90,22,105,boss,boss,boss26,14004,DR10
5364,56000,167.53,12.02,v5_7_0,v5_7_0,good,15.6,580,129,153,54,84,boss,boss,boss26,13982,DR10
5365,55945,168.63,13.89,v5_7_0,v5_7_0,good,13.8,598,156,92,58,96,boss,boss,boss26,13971,DR10
5366,55958,168.77,9.76,v5_7_0,v5_7_0,good,13.5,558,158,76,81,127,boss,boss,boss26,13995,DR10
5367,55986,170.14,15.57,v5_7_0,v5_7_0,good,12.5,606,148,90,57,99,boss,boss,boss26,13960,DR10
5368,56001,170.16,11.86,v5_7_0,v5_7_0,good,14.6,617,127,93,48,115,boss,boss,boss26,13983,DR10
5369,56272,170.23,8.22,v5_7_0,v5_7_0,good,17.8,598,126,89,103,84,boss,boss,boss26,14005,DR11
5370,56003,171.34,13.46,v5_7_0,v5_7_0,good,12.6,607,145,91,70,87,boss,boss,boss26,13972,DR10
5371,55976,171.39,9.88,v5_7_0,v5_7_0,good,17.7,631,129,92,49,99,boss,boss,boss26,13996,DR10
5372,55978,172.71,11.49,v5_7_0,v5_7_0,good,15.5,665,124,76,42,93,boss,boss,boss26,13984,DR10
5373,56010,172.76,15.18,v5_7_0,v5_7_0,good,15.8,580,149,115,56,100,boss,boss,boss26,13961,DR10
5374,55947,172.97,7.81,v5_7_0,v5_7_0,good,35.2,631,157,105,27,80,boss,boss,boss26,13998,DR10
5375,55973,173.86,9.75,v5_7_0,v5_7_0,good,12.5,628,130,83,60,99,boss,boss,boss26,13997,DR10
5376,55987,174.06,13.42,v5_7_0,v5_7_0,good,13.3,619,124,86,85,86,boss,boss,boss26,13973,DR10
5377,55957,175.18,7.64,v5_7_0,v5_7_0,good,16.4,598,149,112,56,85,boss,boss,boss26,13988,DR10
5378,56011,175.27,15.33,v5_7_0,v5_7_0,good,15.0,649,120,76,75,80,boss,boss,boss26,13962,DR10
5379,55986,175.29,11.67,v5_7_0,v5_7_0,good,15.1,634,122,96,56,92,boss,boss,boss26,13985,DR10
5380,55980,176.24,9.84,v5_7_0,v5_7_0,good,14.0,622,137,92,57,92,boss,boss,boss26,13987,DR10
5381,56009,176.72,13.74,v5_7_0,v5_7_0,good,16.3,571,156,103,62,108,boss,boss,boss26,13974,DR10
5382,55982,177.79,8.15,v5_7_0,v5_7_0,good,12.7,602,148,89,64,97,boss,boss,boss26,13975,DR10
5383,56013,177.94,15.77,v5_7_0,v5_7_0,good,15.2,592,104,84,139,81,boss,boss,boss26,13963,DR10
5384,55984,177.99,11.56,v5_7_0,v5_7_0,good,16.7,596,111,91,105,97,boss,boss,boss26,13986,DR10
5385,55960,178.98,9.48,v5_7_0,v5_7_0,good,15.7,628,116,108,55,93,boss,boss,boss26,13732,DR10
5386,56008,179.05,13.47,v5_7_0,v5_7_0,good,16.4,656,144,79,39,82,boss,boss,boss26,13913,DR10
5387,56009,180.30,14.89,v5_7_0,v5_7_0,good,13.7,652,137,72,59,80,boss,boss,boss26,13725,DR10
5388,55983,180.46,11.21,v5_7_0,v5_7_0,good,15.5,604,147,107,46,96,boss,boss,boss26,13733,DR10
5389,55953,180.62,7.88,v5_7_0,v5_7_0,good,32.1,535,161,161,45,98,boss,boss,boss26,13742,DR10
5390,56002,181.54,13.12,v5_7_0,v5_7_0,good,17.3,646,107,114,42,91,boss,boss,boss26,13734,DR10
5391,56000,182.07,9.77,v5_7_0,v5_7_0,good,20.3,528,151,176,59,86,boss,boss,boss26,13743,DR10
5392,56010,182.82,15.14,v5_7_0,v5_7_0,good,19.7,620,139,118,43,80,boss,boss,boss26,13735,DR10
5393,55946,183.17,7.84,v5_7_0,v5_7_0,good,22.0,565,144,147,46,98,boss,boss,boss26,13752,DR10
5394,56001,183.23,11.52,v5_7_0,v5_7_0,good,17.1,619,118,137,43,83,boss,boss,boss26,13744,DR10
5395,56003,184.19,13.60,v5_7_0,v5_7_0,good,17.4,617,137,102,62,82,boss,boss,boss26,13745,DR10
5396,55947,184.72,9.51,v5_7_0,v5_7_0,good,39.0,622,129,150,18,81,boss,boss,boss26,13753,DR10
5397,55944,185.70,7.84,v5_7_0,v5_7_0,good,18.0,642,135,83,60,80,boss,boss,boss26,13762,DR10
5398,56011,185.72,15.38,v5_7_0,v5_7_0,good,14.1,578,161,102,62,97,boss,boss,boss26,13746,DR10
5399,55956,185.73,11.47,v5_7_0,v5_7_0,good,55.5,642,133,123,22,80,boss,boss,boss26,13754,DR10
5400,56308,186.87,13.60,v5_7_0,v5_7_0,good,14.0,611,155,73,81,80,boss,boss,boss26,13755,DR11
5401,55949,187.11,9.84,v5_7_0,v5_7_0,good,29.0,611,130,132,47,80,boss,boss,boss26,13763,DR10
5402,55927,187.79,7.75,v5_7_0,v5_7_0,good,25.7,563,164,141,48,84,boss,boss,boss26,13774,DR10
5403,55979,188.06,12.02,v5_7_0,v5_7_0,good,15.1,612,124,111,73,80,boss,boss,boss26,13764,DR10
5404,56013,188.23,15.73,v5_7_0,v5_7_0,good,17.3,614,141,112,51,82,boss,boss,boss26,13756,DR10
5405,56010,189.22,13.87,v5_7_0,v5_7_0,good,18.0,629,136,109,46,80,boss,boss,boss26,13765,DR10
5406,55955,189.24,10.00,v5_7_0,v5_7_0,good,18.2,567,145,146,57,85,boss,boss,boss26,13775,DR10
5407,55926,190.34,7.84,v5_7_0,v5_7_0,good,21.1,548,148,158,55,91,boss,boss,boss26,13787,DR10
5408,56038,190.52,15.87,v5_7_0,v5_7_0,good,16.3,671,124,77,48,80,boss,boss,boss26,13766,DR10
5409,55957,190.57,11.91,v5_7_0,v5_7_0,good,17.8,665,113,101,41,80,boss,boss,boss26,13776,DR10
5410,56016,191.52,14.07,v5_7_0,v5_7_0,good,14.6,606,144,122,48,80,boss,boss,boss26,13777,DR10
5411,55953,191.64,9.97,v5_7_0,v5_7_0,good,27.4,606,124,139,31,100,boss,boss,boss26,13788,DR10
5412,55981,192.84,12.14,v5_7_0,v5_7_0,good,11.9,577,138,102,92,91,boss,boss,boss26,13789,DR10
5413,55976,192.86,8.08,v5_7_0,v5_7_0,good,15.3,605,131,136,48,80,boss,boss,boss26,13801,DR10
5414,56014,192.91,15.96,v5_7_0,v5_7_0,good,18.8,551,125,181,63,80,boss,boss,boss26,13778,DR10
5415,55982,194.19,10.22,v5_7_0,v5_7_0,good,16.0,590,147,119,40,104,boss,boss,boss26,13802,DR10
5416,56002,194.37,14.19,v5_7_0,v5_7_0,good,18.3,551,125,154,90,80,boss,boss,boss26,13790,DR10
5417,55978,195.27,8.27,v5_7_0,v5_7_0,good,13.6,619,117,113,61,90,boss,boss,boss26,13812,DR10
5418,56037,195.41,16.54,v5_7_0,v5_7_0,good,12.6,619,113,94,86,88,boss,boss,boss26,13791,DR10
5419,55983,195.62,12.04,v5_7_0,v5_7_0,good,16.6,573,166,104,42,115,boss,boss,boss26,13803,DR10
5420,56009,196.67,14.44,v5_7_0,v5_7_0,good,17.9,621,132,111,30,106,boss,boss,boss26,13804,DR10
5421,55980,196.96,9.92,v5_7_0,v5_7_0,good,14.3,610,136,120,54,80,boss,boss,boss26,13813,DR10
5422,55986,197.91,12.12,v5_7_0,v5_7_0,good,11.8,586,132,94,90,98,boss,boss,boss26,13814,DR10
5423,55958,198.10,8.00,v5_7_0,v5_7_0,good,13.2,600,130,136,54,80,boss,boss,boss26,13819,DR10
5424,56033,198.12,16.31,v5_7_0,v5_7_0,good,13.3,599,125,99,83,94,boss,boss,boss26,13805,DR10
5425,56003,199.26,14.34,v5_7_0,v5_7_0,good,15.3,609,146,70,95,80,boss,boss,boss26,13815,DR10
5426,55987,199.33,10.16,v5_7_0,v5_7_0,good,13.7,597,145,108,65,85,boss,boss,boss26,13820,DR10
5427,56001,200.37,12.38,v5_7_0,v5_7_0,good,16.8,577,163,126,48,86,boss,boss,boss26,13816,DR10
5428,56029,200.65,16.51,v5_7_0,v5_7_0,good,16.8,625,121,98,36,120,boss,boss,boss26,13807,DR10
5429,55979,200.76,8.10,v5_7_0,v5_7_0,good,14.8,592,137,114,69,88,boss,boss,boss26,13821,DR10
5430,56000,201.59,10.28,v5_7_0,v5_7_0,good,13.0,565,168,119,68,80,boss,boss,boss26,13817,DR10
5431,56011,201.71,14.55,v5_7_0,v5_7_0,good,15.2,590,159,94,59,98,boss,boss,boss26,13808,DR10
5432,56008,202.73,12.71,v5_7_0,v5_7_0,good,17.0,599,148,116,36,101,boss,boss,boss26,13809,DR10
5433,55981,202.87,8.56,v5_7_0,v5_7_0,good,11.7,648,110,78,84,80,boss,boss,boss26,13818,DR10
5434,56033,202.91,16.72,v5_7_0,v5_7_0,good,13.9,658,132,91,37,82,boss,boss,boss26,13797,DR10
5435,55982,203.86,10.65,v5_7_0,v5_7_0,good,22.1,600,149,130,35,86,boss,boss,boss26,13810,DR10
5436,56015,204.33,14.57,v5_7_0,v5_7_0,good,14.5,626,153,81,60,80,boss,boss,boss26,13798,DR10
5437,55973,205.13,8.49,v5_7_0,v5_7_0,good,13.6,569,149,117,62,103,boss,boss,boss26,13811,DR10
5438,56002,205.17,12.58,v5_7_0,v5_7_0,good,17.6,677,140,72,31,80,boss,boss,boss26,13799,DR10
5439,56045,205.23,16.78,v5_7_0,v5_7_0,good,15.8,628,133,99,38,102,boss,boss,boss26,13784,DR10
5440,55983,206.33,10.77,v5_7_0,v5_7_0,good,22.6,588,143,138,48,83,boss,boss,boss26,13800,DR10
5441,56017,206.68,14.93,v5_7_0,v5_7_0,good,15.4,613,147,89,51,100,boss,boss,boss26,13785,DR10
5442,55978,207.38,8.63,v5_7_0,v5_7_0,good,17.2,624,135,108,53,80,boss,boss,boss26,14097,DR10
5443,56010,207.54,12.90,v5_7_0,v5_7_0,good,16.6,618,145,99,52,86,boss,boss,boss26,13786,DR10
5444,56038,207.66,17.24,v5_7_0,v5_7_0,good,13.4,596,139,104,48,113,boss,boss,boss26,13772,DR10
5445,55987,208.68,10.88,v5_7_0,v5_7_0,good,12.4,572,161,114,59,94,boss,boss,boss26,14095,DR10
5446,56014,208.96,15.09,v5_7_0,v5_7_0,good,16.1,600,131,115,49,105,boss,boss,boss26,13773,DR10
5447,55958,209.73,8.81,v5_7_0,v5_7_0,good,15.1,575,156,136,53,80,boss,boss,boss26,14096,DR10
5448,56013,209.92,13.20,v5_7_0,v5_7_0,good,17.5,579,163,130,47,81,boss,boss,boss26,14092,DR10
5449,56030,210.28,17.24,v5_7_0,v5_7_0,good,12.0,622,135,76,68,99,boss,boss,boss26,13761,DR10
5450,55986,211.05,10.83,v5_7_0,v5_7_0,good,12.2,614,134,103,69,80,boss,boss,boss26,14093,DR10
5451,56010,211.34,15.13,v5_7_0,v5_7_0,good,13.8,583,158,113,56,90,boss,boss,boss26,14088,DR10
5452,55957,212.12,8.75,v5_7_0,v5_7_0,good,20.8,518,187,162,47,86,boss,boss,boss26,14094,DR10
5453,56001,212.18,12.78,v5_7_0,v5_7_0,good,14.7,599,158,116,47,80,boss,boss,boss26,14089,DR10
5454,56015,212.78,17.24,v5_7_0,v5_7_0,good,14.8,551,176,111,50,112,boss,boss,boss26,14083,DR10
5455,56009,213.53,14.94,v5_7_0,v5_7_0,good,19.5,554,179,132,31,104,boss,boss,boss26,14084,DR10
5456,55980,213.58,10.70,v5_7_0,v5_7_0,good,11.6,567,159,128,66,80,boss,boss,boss26,14090,DR10
5457,55976,214.24,8.83,v5_7_0,v5_7_0,good,13.8,610,136,118,56,80,boss,boss,boss26,14091,DR10
5458,56011,214.63,12.99,v5_7_0,v5_7_0,good,17.3,525,185,152,50,88,boss,boss,boss26,14085,DR10
5459,56035,214.98,17.34,v5_7_0,v5_7_0,good,18.0,613,133,118,55,81,boss,boss,boss26,14142,DR10
5460,56000,215.84,10.65,v5_7_0,v5_7_0,good,13.1,620,147,102,51,80,boss,boss,boss26,14086,DR10
5461,56018,215.90,15.15,v5_7_0,v5_7_0,good,18.2,576,174,128,36,86,boss,boss,boss26,14131,DR10
5462,55978,216.76,8.79,v5_7_0,v5_7_0,good,19.7,635,120,114,51,80,boss,boss,boss26,14087,DR10
5463,56003,216.94,12.95,v5_7_0,v5_7_0,good,14.7,564,164,147,45,80,boss,boss,boss26,14080,DR10
5464,56035,217.33,17.19,v5_7_0,v5_7_0,good,14.9,546,178,115,77,84,boss,boss,boss26,14148,DR10
5465,55988,217.91,10.85,v5_7_0,v5_7_0,good,10.7,585,153,101,81,80,boss,boss,boss26,14081,DR10
5466,56033,218.18,15.12,v5_7_0,v5_7_0,good,13.7,554,176,111,69,90,boss,boss,boss26,14147,DR10
5467,55973,218.98,8.66,v5_7_0,v5_7_0,good,16.3,590,158,129,43,80,boss,boss,boss26,14082,DR10
5468,56014,219.44,12.93,v5_7_0,v5_7_0,good,17.0,585,166,130,39,80,boss,boss,boss26,14077,DR10
5469,56037,219.93,17.31,v5_7_0,v5_7_0,good,12.5,520,191,119,71,99,boss,boss,boss26,14156,DR10
5470,56008,220.41,10.89,v5_7_0,v5_7_0,good,17.8,589,169,117,45,80,boss,boss,boss26,14078,DR10
5471,56034,220.56,15.26,v5_7_0,v5_7_0,good,16.4,622,141,113,44,80,boss,boss,boss26,14155,DR10
5472,55976,221.06,8.61,v5_7_0,v5_7_0,good,25.5,583,143,162,32,80,boss,boss,boss26,14079,DR10
5473,56033,221.65,13.13,v5_7_0,v5_7_0,good,14.9,593,133,142,52,80,boss,boss,boss26,14154,DR10
5474,56036,222.38,17.22,v5_7_0,v5_7_0,good,16.6,558,166,136,51,89,boss,boss,boss26,14163,DR10
5475,56011,222.67,11.03,v5_7_0,v5_7_0,good,15.2,561,156,150,44,89,boss,boss,boss26,14128,DR10
5476,55986,223.07,8.90,v5_7_0,v5_7_0,good,12.5,533,182,139,66,80,boss,boss,boss26,14076,DR10
5477,56030,223.12,15.15,v5_7_0,v5_7_0,good,12.7,604,161,99,56,80,boss,boss,boss26,14153,DR10
5478,56014,224.13,13.10,v5_7_0,v5_7_0,good,16.0,527,201,153,35,84,boss,boss,boss26,14146,DR10
5479,56016,224.72,17.18,v5_7_0,v5_7_0,good,16.7,555,177,131,57,80,boss,boss,boss26,14152,DR10
5480,56001,224.97,10.86,v5_7_0,v5_7_0,good,10.5,489,191,158,78,84,boss,boss,boss26,14141,DR10
5481,55983,225.57,8.72,v5_7_0,v5_7_0,good,28.1,617,144,120,39,80,boss,boss,boss26,14127,DR10
5482,56017,225.67,15.15,v5_7_0,v5_7_0,good,13.7,522,165,130,78,105,boss,boss,boss26,14145,DR10
5483,56017,226.49,12.90,v5_7_0,v5_7_0,good,16.8,558,167,142,53,80,boss,boss,boss26,14140,DR10
5484,56039,227.00,16.30,v5_7_0,v5_7_0,good,13.2,560,164,128,56,92,boss,boss,boss26,14178,DR10
5485,56063,227.27,10.68,v5_7_0,v5_7_0,good,13.8,580,169,120,51,80,boss,boss,boss26,14137,DR10
5486,56030,228.01,15.05,v5_7_0,v5_7_0,good,14.3,552,171,129,68,80,boss,boss,boss26,14139,DR10
5487,55982,228.15,8.59,v5_7_0,v5_7_0,good,21.4,602,147,111,60,80,boss,boss,boss26,14134,DR10
5488,56013,228.78,12.82,v5_7_0,v5_7_0,good,15.9,639,126,115,40,80,boss,boss,boss26,14136,DR10
5489,55990,229.48,10.83,v5_7_0,v5_7_0,good,13.6,642,99,102,77,80,boss,boss,boss26,14133,DR10
5490,56003,230.41,8.94,v5_7_0,v5_7_0,good,14.5,642,136,100,42,80,boss,boss,boss26,14130,DR10
5491,56034,230.48,14.80,v5_7_0,v5_7_0,good,14.6,538,179,140,63,80,boss,boss,boss26,14135,DR10
5492,56010,231.06,12.56,v5_7_0,v5_7_0,good,14.5,625,120,110,65,80,boss,boss,boss26,14132,DR10
5493,56009,231.91,10.52,v5_7_0,v5_7_0,good,18.9,594,134,149,43,80,boss,boss,boss26,14129,DR10
5494,55857,120.89,8.63,v5_7_0,v5_7_0,good,17.4,565,140,169,41,85,boss,boss,boss27,14179,DR10
5495,55896,127.67,9.51,v5_7_0,v5_7_0,good,18.9,573,123,178,41,85,boss,boss,boss27,14180,DR10
5496,55888,125.73,9.22,v5_7_0,v5_7_0,good,15.2,619,121,110,65,85,boss,boss,boss27,14181,DR10
5648,55923,2.95,10.74,v5_7_0,v5_7_0,good,18.3,677,105,55,83,80,boss,commissioning,boss12,10603,DR10
5649,55912,1.57,12.49,v5_7_0,v5_7_0,good,19.4,661,110,73,56,100,boss,commissioning,boss12,10823,DR10
5656,55940,9.27,11.06,v5_7_0,v5_7_0,good,22.1,713,78,54,56,99,boss,commissioning,boss12,10874,DR10
5693,56246,19.99,25.06,v5_7_0,v5_7_0,good,17.6,625,105,73,95,102,boss,boss,boss28,14347,DR11
5694,56213,22.30,25.28,v5_7_0,v5_7_0,good,25.5,626,95,101,76,102,boss,boss,boss28,14353,DR11
5695,56191,24.54,25.47,v5_7_0,v5_7_0,good,19.9,637,89,103,66,105,boss,boss,boss28,14359,DR11
5695,55978,24.54,25.47,v5_7_0,v5_7_0,good,12.9,580,90,86,139,105,boss,boss,boss28,14359,DR10
5696,55946,26.99,25.63,v5_7_0,v5_7_0,good,19.0,634,96,93,74,103,boss,boss,boss28,14365,DR10
5697,55944,29.18,25.74,v5_7_0,v5_7_0,good,20.5,602,116,103,70,109,boss,boss,boss28,14370,DR10
5698,55947,31.52,25.82,v5_7_0,v5_7_0,good,18.4,660,107,105,37,91,boss,boss,boss28,14375,DR10
5699,55953,17.78,24.81,v5_7_0,v5_7_0,good,15.0,614,107,64,94,121,boss,boss,boss28,14400,DR10
5700,56245,13.76,22.48,v5_7_0,v5_7_0,good,15.0,638,102,96,39,125,boss,boss,boss28,14439,DR11
5701,55949,15.42,24.53,v5_7_0,v5_7_0,good,14.3,641,114,80,63,102,boss,boss,boss28,14440,DR10
5702,56221,13.91,18.72,v5_7_0,v5_7_0,good,15.2,636,104,73,54,133,boss,boss,boss28,14445,DR11
5703,56190,14.84,20.71,v5_7_0,v5_7_0,good,14.8,634,111,87,45,123,boss,boss,boss28,14446,DR11
5704,56187,14.55,15.02,v5_7_0,v5_7_0,good,16.8,587,138,84,69,122,boss,boss,boss28,14449,DR11
5705,56194,14.96,16.96,v5_7_0,v5_7_0,good,19.9,628,122,67,51,132,boss,boss,boss28,14450,DR11
5706,56165,14.11,11.33,v5_7_0,v5_7_0,good,18.2,718,104,59,31,88,boss,boss,boss28,14451,DR11
5707,56269,128.28,60.25,v5_7_0,v5_7_0,good,17.9,658,111,90,61,80,boss,boss,boss29,14453,DR11
5708,56605,135.31,59.20,v5_7_0,v5_7_0,good,14.4,639,132,87,60,82,boss,boss,boss29,14454,DR12
5709,56571,132.42,60.91,v5_7_0,v5_7_0,good,19.4,642,111,97,66,84,boss,boss,boss29,14455,DR12
5710,56658,144.64,55.42,v5_7_0,v5_7_0,good,13.2,606,145,111,58,80,boss,boss,boss29,14456,DR12
5712,56602,139.67,59.56,v5_7_0,v5_7_0,good,14.5,566,165,97,77,95,boss,boss,boss29,14458,DR12
5713,56686,136.79,61.59,v5_7_0,v5_7_0,good,15.0,624,146,62,77,91,boss,boss,boss29,14459,DR12
5714,56660,134.03,63.32,v5_7_0,v5_7_0,good,18.0,647,99,97,77,80,boss,boss,boss29,14460,DR12
5715,56657,146.33,57.55,v5_7_0,v5_7_0,good,19.6,546,171,126,61,96,boss,boss,boss29,14461,DR12
5716,56684,144.23,59.56,v5_7_0,v5_7_0,good,17.3,609,147,83,54,107,boss,boss,boss29,14462,DR12
5718,56693,139.20,64.04,v5_7_0,v5_7_0,good,15.2,620,111,81,108,80,boss,boss,boss29,14464,DR12
5719,56014,148.69,59.83,v5_7_0,v5_7_0,good,11.4,619,128,90,69,94,boss,boss,boss29,14465,DR10
5720,56602,146.17,61.74,v5_7_0,v5_7_0,good,13.7,554,160,97,80,109,boss,boss,boss29,14466,DR12
5722,56008,149.64,63.50,v5_7_0,v5_7_0,good,14.3,560,148,96,50,146,boss,boss,boss29,14468,DR10
5723,56597,137.96,57.13,v5_7_0,v5_7_0,good,13.7,551,147,82,116,104,boss,boss,boss29,14469,DR12
5724,56364,145.91,53.21,v5_7_0,v5_7_0,good,14.2,572,139,140,69,80,boss,boss,boss29,14470,DR11
5725,56625,140.33,55.33,v5_7_0,v5_7_0,good,13.0,579,135,100,87,99,boss,boss,boss29,14471,DR12
5726,56626,142.00,53.43,v5_7_0,v5_7_0,good,14.5,597,123,126,67,87,boss,boss,boss29,14472,DR12
5728,56334,136.30,54.77,v5_7_0,v5_7_0,good,11.3,588,164,82,73,93,boss,boss,boss29,14474,DR11
5729,56598,138.27,52.86,v5_7_0,v5_7_0,good,17.5,565,151,137,65,82,boss,boss,boss29,14475,DR12
5730,56607,140.32,51.01,v5_7_0,v5_7_0,good,16.3,589,153,100,74,84,boss,boss,boss29,14476,DR12
5731,56363,142.11,49.11,v5_7_0,v5_7_0,good,11.5,639,125,89,59,88,boss,boss,boss29,14477,DR11
5732,56326,136.77,50.71,v5_7_0,v5_7_0,good,12.4,652,107,90,66,85,boss,boss,boss29,14478,DR11
5733,56575,138.71,48.62,v5_7_0,v5_7_0,good,14.9,601,122,110,83,84,boss,boss,boss29,14479,DR12
5735,55980,135.34,48.35,v5_7_0,v5_7_0,good,13.0,578,145,87,80,110,boss,boss,boss29,14481,DR10
5736,55984,136.82,46.21,v5_7_0,v5_7_0,good,10.2,631,113,92,65,99,boss,boss,boss29,14482,DR10
5737,56381,149.95,53.37,v5_7_0,v5_7_0,good,14.3,582,157,96,63,102,boss,boss,boss29,14483,DR11
5738,56002,147.50,51.24,v5_7_0,v5_7_0,good,12.4,604,136,93,75,92,boss,boss,boss29,14484,DR10
5739,55976,148.85,49.05,v5_7_0,v5_7_0,good,12.2,623,131,74,71,101,boss,boss,boss29,14485,DR10
5740,55998,145.49,49.10,v5_7_0,v5_7_0,good,10.2,600,131,90,90,89,boss,boss,boss29,14486,DR10
5741,55980,147.06,46.99,v5_7_0,v5_7_0,good,11.5,623,141,71,72,93,boss,boss,boss29,14487,DR10
5743,56011,148.44,55.50,v5_7_0,v5_7_0,good,16.8,531,169,138,77,85,boss,boss,boss29,14489,DR10
5745,56050,152.12,34.07,v5_7_0,v5_7_0,good,1.3,6,48,21,53,872,boss,special_sky,2012.01.b.boss,-3,DR10
5745,55998,152.12,34.07,v5_7_0,v5_7_0,good,10.0,7,74,27,20,872,boss,special_sky,2012.01.b.boss,-3,DR10
5766,56248,144.10,19.29,v5_7_0,v5_7_0,good,15.5,607,151,81,77,84,boss,boss,boss30,14585,DR11
5767,56245,141.67,19.31,v5_7_0,v5_7_0,good,26.3,599,151,102,57,91,boss,boss,boss30,14586,DR11
5768,56017,139.08,19.15,v5_7_0,v5_7_0,good,12.8,541,150,104,89,116,boss,boss,boss30,14587,DR10
5769,56246,136.60,19.33,v5_7_0,v5_7_0,good,15.7,632,134,95,44,95,boss,boss,boss30,14588,DR11
5770,56014,142.85,21.46,v5_7_0,v5_7_0,good,13.3,603,125,89,78,105,boss,boss,boss30,14589,DR10
5771,56011,140.02,21.46,v5_7_0,v5_7_0,good,14.1,563,149,98,66,124,boss,boss,boss30,14590,DR10
5772,56003,137.48,21.22,v5_7_0,v5_7_0,good,15.0,603,141,89,64,103,boss,boss,boss30,14591,DR10
5773,56009,135.04,21.54,v5_7_0,v5_7_0,good,16.7,641,139,80,47,93,boss,boss,boss30,14592,DR10
5774,56002,141.21,23.53,v5_7_0,v5_7_0,good,13.2,619,145,74,70,92,boss,boss,boss30,14593,DR10
5775,56009,138.49,23.41,v5_7_0,v5_7_0,good,16.7,606,149,83,70,92,boss,boss,boss30,14594,DR10
5776,56010,135.81,23.47,v5_7_0,v5_7_0,good,17.4,612,149,88,51,100,boss,boss,boss30,14595,DR10
5777,56280,139.29,25.56,v5_7_0,v5_7_0,good,11.4,614,128,90,80,88,boss,boss,boss30,14596,DR11
5778,56328,137.02,25.44,v5_7_0,v5_7_0,good,15.1,636,143,81,43,97,boss,boss,boss30,14597,DR11
5779,56338,137.87,27.68,v5_7_0,v5_7_0,good,13.5,657,120,71,65,87,boss,boss,boss30,14598,DR11
5780,56274,135.35,27.10,v5_7_0,v5_7_0,good,16.5,627,143,80,63,87,boss,boss,boss30,14599,DR11
5781,56337,136.38,29.65,v5_7_0,v5_7_0,good,13.5,601,130,101,80,88,boss,boss,boss30,14600,DR11
5782,56272,148.71,19.33,v5_7_0,v5_7_0,good,18.3,618,128,94,59,101,boss,boss,boss30,14643,DR11
5783,56017,146.43,19.15,v5_7_0,v5_7_0,good,12.8,560,187,90,61,102,boss,boss,boss30,14673,DR10
5784,56029,149.98,21.26,v5_7_0,v5_7_0,good,12.7,651,128,69,65,87,boss,boss,boss30,14678,DR10
5785,56269,147.67,21.50,v5_7_0,v5_7_0,good,17.0,608,156,76,64,96,boss,boss,boss30,14679,DR11
5786,56251,145.39,21.45,v5_7_0,v5_7_0,good,17.5,582,128,80,102,108,boss,boss,boss30,14680,DR11
5787,56254,148.50,23.59,v5_7_0,v5_7_0,good,14.6,561,169,84,80,106,boss,boss,boss30,14687,DR11
5788,56255,145.97,23.74,v5_7_0,v5_7_0,good,16.6,628,121,95,62,94,boss,boss,boss30,14688,DR11
5789,56246,143.69,23.50,v5_7_0,v5_7_0,good,12.1,506,97,60,242,95,boss,boss,boss30,14689,DR11
