PLATE,MJD,RACEN,DECCEN,RUN2D,RUN1D,QUALITY,SN^2,N_gal,N_QSO,N_star,N_unk,N_sky,SURVEY,PROG,CHUNK,TILEID,PUBLIC
4654,55659,175.98,39.49,v5_7_0,v5_7_0,good,14.1,646,125,78,45,106,boss,boss,boss15,11945,DR9
4655,55620,173.25,40.42,v5_7_0,v5_7_0,good,13.1,632,140,68,71,89,boss,boss,boss15,11953,DR9
4656,55828,29.46,12.07,v5_7_0,v5_7_0,good,33.2,676,118,88,38,80,boss,boss,boss12,10500,DR10
4657,55591,28.72,13.98,v5_7_0,v5_7_0,good,17.2,634,87,77,100,102,boss,boss,boss12,10884,DR9
4658,55592,26.39,13.88,v5_7_0,v5_7_0,good,14.1,650,101,81,79,89,boss,boss,boss12,10901,DR9
4659,55587,27.69,11.98,v5_7_0,v5_7_0,good,22.7,716,87,66,46,85,boss,boss,boss12,10902,DR9
4660,56191,15.70,13.25,v5_7_0,v5_7_0,good,13.4,682,123,66,49,80,boss,boss,boss12,10909,DR11
4661,55614,24.16,13.77,v5_7_0,v5_7_0,good,13.6,611,99,70,124,96,boss,boss,boss12,10917,DR9
4662,55590,25.68,11.89,v5_7_0,v5_7_0,good,15.2,685,110,50,75,80,boss,boss,boss12,10918,DR9
4663,55893,16.19,11.46,v5_7_0,v5_7_0,good,14.0,711,91,56,56,86,boss,boss,boss12,10925,DR10
4664,56192,17.69,13.38,v5_7_0,v5_7_0,good,15.1,685,113,68,53,81,boss,boss,boss12,10926,DR11
4664,56186,17.69,13.38,v5_7_0,v5_7_0,good,11.4,659,102,61,97,81,boss,boss,boss12,10926,DR11
4665,56209,21.92,13.65,v5_7_0,v5_7_0,good,14.2,696,107,61,47,89,boss,boss,boss12,10930,DR11
4666,55832,23.17,11.79,v5_7_0,v5_7_0,good,17.9,678,107,64,62,89,boss,boss,boss12,10931,DR10
4667,55868,18.48,11.57,v5_7_0,v5_7_0,good,17.1,682,116,61,59,82,boss,boss,boss12,10939,DR10
4668,56211,19.83,13.52,v5_7_0,v5_7_0,good,13.8,683,97,66,58,96,boss,boss,boss12,10940,DR11
4669,55831,20.75,11.68,v5_7_0,v5_7_0,good,18.5,720,104,60,36,80,boss,boss,boss12,10941,DR10
4683,55924,129.27,43.41,v5_7_0,v5_7_0,good,13.6,588,164,92,55,101,boss,boss,boss15,11162,DR10
4684,56226,132.64,43.71,v5_7_0,v5_7_0,good,15.0,645,113,72,72,98,boss,boss,boss15,11164,DR11
4685,55657,167.04,43.58,v5_7_0,v5_7_0,good,12.8,609,142,65,57,127,boss,boss,boss15,11940,DR9
4686,56013,170.18,42.89,v5_7_0,v5_7_0,good,14.7,664,130,79,45,82,boss,boss,boss15,11973,DR10
4687,56369,138.77,44.31,v5_7_0,v5_7_0,good,12.3,661,93,87,47,112,boss,boss,boss15,11155,DR11
4687,56338,138.77,44.31,v5_7_0,v5_7_0,good,12.1,656,95,84,53,112,boss,boss,boss15,11155,DR11
4688,56008,135.61,44.16,v5_7_0,v5_7_0,good,13.2,686,85,74,44,111,boss,boss,boss15,11160,DR10
4689,55656,164.28,44.12,v5_7_0,v5_7_0,good,15.4,640,132,75,55,98,boss,boss,boss15,11803,DR9
4690,55653,161.57,44.19,v5_7_0,v5_7_0,good,14.4,653,126,65,69,87,boss,boss,boss15,11812,DR9
4691,55651,158.24,44.53,v5_7_0,v5_7_0,good,17.7,639,154,58,54,95,boss,boss,boss15,11822,DR9
4692,55644,155.15,44.76,v5_7_0,v5_7_0,good,13.6,671,130,67,50,82,boss,boss,boss15,11834,DR9
4693,55632,151.98,44.75,v5_7_0,v5_7_0,good,11.5,635,149,75,47,94,boss,boss,boss15,11846,DR9
4694,55649,148.89,44.89,v5_7_0,v5_7_0,good,15.9,644,134,82,34,106,boss,boss,boss15,11860,DR9
4695,55957,145.31,45.16,v5_7_0,v5_7_0,good,12.6,631,148,69,41,111,boss,boss,boss15,11875,DR10
4696,56354,142.08,44.86,v5_7_0,v5_7_0,good,13.7,663,133,81,40,83,boss,boss,boss15,11891,DR11
4697,55660,179.19,40.09,v5_7_0,v5_7_0,good,12.4,610,148,66,48,128,boss,boss,boss15,11944,DR9
4698,55623,176.42,41.54,v5_7_0,v5_7_0,good,20.7,656,137,74,35,98,boss,boss,boss15,11952,DR9
4699,55684,173.00,42.24,v5_7_0,v5_7_0,good,12.0,624,124,65,91,96,boss,boss,boss15,11962,DR9
4700,55709,181.83,39.28,v5_7_0,v5_7_0,good,15.8,623,149,57,44,127,boss,boss,boss15,11937,DR9
4701,55709,184.00,38.00,v5_7_0,v5_7_0,good,13.0,564,125,75,70,166,boss,boss,boss15,12279,DR9
4702,55618,189.88,41.77,v5_7_0,v5_7_0,good,14.3,665,124,61,63,87,boss,boss,boss15,11497,DR9
4703,55617,192.78,41.46,v5_7_0,v5_7_0,good,13.1,631,152,75,44,98,boss,boss,boss15,11505,DR9
4704,55681,195.54,41.69,v5_7_0,v5_7_0,good,15.0,656,147,79,37,81,boss,boss,boss15,11512,DR9
4705,55705,187.59,42.87,v5_7_0,v5_7_0,good,15.1,614,146,83,53,104,boss,boss,boss15,11941,DR9
4706,55705,197.50,40.30,v5_7_0,v5_7_0,good,13.4,606,138,73,44,139,boss,boss,boss15,12280,DR9
4707,55653,200.90,40.65,v5_7_0,v5_7_0,good,18.5,635,152,78,24,111,boss,boss,boss15,11521,DR9
4708,55704,203.93,40.35,v5_7_0,v5_7_0,good,12.6,603,175,70,60,92,boss,boss,boss15,11532,DR9
4709,55720,206.90,40.33,v5_7_0,v5_7_0,good,11.9,652,121,65,65,97,boss,boss,boss15,11543,DR9
4710,55707,208.00,39.00,v5_7_0,v5_7_0,good,13.0,589,137,56,63,155,boss,boss,boss15,12283,DR9
4711,55737,211.23,38.71,v5_7_0,v5_7_0,good,12.9,677,135,59,47,82,boss,boss,boss15,11551,DR9
4712,55738,214.06,38.25,v5_7_0,v5_7_0,good,11.1,620,154,68,63,95,boss,boss,boss15,11558,DR9
4713,56044,216.87,38.00,v5_7_0,v5_7_0,good,11.6,595,149,82,65,109,boss,boss,boss15,11563,DR10
4714,56041,218.50,36.50,v5_7_0,v5_7_0,good,11.8,558,161,76,57,148,boss,boss,boss15,12284,DR10
4715,55653,224.13,35.36,v5_7_0,v5_7_0,good,18.4,687,143,59,31,80,boss,boss,boss15,11110,DR9
4716,55738,229.68,34.77,v5_7_0,v5_7_0,good,15.7,577,157,94,59,113,boss,boss,boss15,11429,DR9
4717,55742,226.81,35.12,v5_7_0,v5_7_0,good,11.7,633,143,52,92,80,boss,boss,boss15,11434,DR9
4718,56014,221.30,35.77,v5_7_0,v5_7_0,good,29.3,675,144,75,26,80,boss,boss,boss15,11566,DR10
4718,55750,221.30,35.77,v5_7_0,v5_7_0,good,9.0,659,140,54,67,80,boss,boss,boss15,11566,DR9
4719,55736,230.84,32.45,v5_7_0,v5_7_0,good,14.6,603,169,80,49,99,boss,boss,boss15,12261,DR9
4720,55691,228.11,33.02,v5_7_0,v5_7_0,good,15.8,584,157,99,52,108,boss,boss,boss15,12263,DR9
4721,55709,232.00,29.00,v5_7_0,v5_7_0,good,16.1,565,125,116,114,80,boss,boss,boss6,10322,DR9
4722,55735,234.69,30.13,v5_7_0,v5_7_0,good,12.3,612,138,72,70,108,boss,boss,boss15,12245,DR9
4723,56033,233.45,32.07,v5_7_0,v5_7_0,good,13.0,590,141,100,75,94,boss,boss,boss15,12254,DR10
4724,55742,241.34,26.72,v5_7_0,v5_7_0,good,15.1,605,140,86,75,94,boss,boss,boss15,12217,DR9
4725,55711,239.86,28.42,v5_7_0,v5_7_0,good,16.7,659,123,90,48,80,boss,boss,boss15,12225,DR9
4726,55712,237.26,29.16,v5_7_0,v5_7_0,good,16.4,609,137,105,66,83,boss,boss,boss15,12234,DR9
4727,55693,243.52,25.61,v5_7_0,v5_7_0,good,17.8,647,125,79,69,80,boss,boss,boss15,12210,DR9
4729,55626,176.82,2.38,v5_7_0,v5_7_0,good,12.7,668,131,45,76,80,boss,boss,boss16,12600,DR9
4730,55630,171.76,2.38,v5_7_0,v5_7_0,good,12.6,725,86,56,53,80,boss,boss,boss16,12631,DR9
4731,55656,169.32,2.43,v5_7_0,v5_7_0,good,13.6,686,82,63,67,102,boss,boss,boss16,12644,DR9
4732,55648,164.28,2.41,v5_7_0,v5_7_0,good,12.7,672,113,64,51,100,boss,boss,boss16,12661,DR9
4733,55649,161.71,2.53,v5_7_0,v5_7_0,good,16.1,685,96,62,52,105,boss,boss,boss16,12665,DR9
4734,55646,159.52,2.38,v5_7_0,v5_7_0,good,12.7,721,96,64,37,82,boss,boss,boss16,12666,DR9
4735,55651,141.05,2.69,v5_7_0,v5_7_0,good,16.1,648,133,69,70,80,boss,boss,boss16,12801,DR9
4736,55631,145.50,2.46,v5_7_0,v5_7_0,good,17.6,694,123,67,36,80,boss,boss,boss16,12821,DR9
4737,55630,149.81,2.54,v5_7_0,v5_7_0,good,12.7,612,160,88,54,86,boss,boss,boss16,12837,DR9
4738,55650,152.26,2.55,v5_7_0,v5_7_0,good,14.4,654,123,69,42,112,boss,boss,boss16,12842,DR9
4739,55644,157.06,2.35,v5_7_0,v5_7_0,good,18.9,719,104,72,23,82,boss,boss,boss16,12843,DR9
4740,55651,174.18,2.44,v5_7_0,v5_7_0,good,11.4,669,95,58,88,90,boss,boss,boss16,12615,DR9
4741,55704,167.01,2.29,v5_7_0,v5_7_0,good,13.6,690,75,82,51,102,boss,boss,boss16,12654,DR9
4742,55660,143.26,2.40,v5_7_0,v5_7_0,good,13.7,602,134,88,77,99,boss,boss,boss16,12810,DR9
4743,55645,147.63,2.54,v5_7_0,v5_7_0,good,16.0,650,136,68,66,80,boss,boss,boss16,12830,DR9
4745,55892,120.78,0.83,v5_7_0,v5_7_0,good,20.9,494,63,160,31,252,boss,boss,boss16,12294,DR10
4746,55632,179.17,2.17,v5_7_0,v5_7_0,good,11.7,675,109,67,69,80,boss,boss,boss16,12339,DR9
4747,55652,180.43,4.09,v5_7_0,v5_7_0,good,14.5,603,145,95,57,100,boss,boss,boss16,12340,DR9
4748,55631,181.79,2.44,v5_7_0,v5_7_0,good,16.8,631,141,95,28,105,boss,boss,boss16,12352,DR9
4749,55633,183.13,4.33,v5_7_0,v5_7_0,good,15.1,590,133,90,70,117,boss,boss,boss16,12353,DR9
4750,55630,184.40,2.24,v5_7_0,v5_7_0,good,16.6,671,130,80,39,80,boss,boss,boss16,12367,DR9
4751,55646,185.58,3.86,v5_7_0,v5_7_0,good,13.7,613,146,87,46,108,boss,boss,boss16,12368,DR9
4752,55653,187.06,2.23,v5_7_0,v5_7_0,good,15.0,677,136,66,41,80,boss,boss,boss16,12383,DR9
4753,55674,188.15,3.78,v5_7_0,v5_7_0,good,11.3,616,90,87,93,114,boss,boss,boss16,12384,DR9
4754,55649,189.66,2.20,v5_7_0,v5_7_0,good,11.5,628,123,71,98,80,boss,boss,boss16,12400,DR9
4755,55660,190.93,3.96,v5_7_0,v5_7_0,good,15.5,647,117,96,54,86,boss,boss,boss16,12401,DR9
4756,55631,191.98,2.34,v5_7_0,v5_7_0,good,15.7,631,143,74,72,80,boss,boss,boss16,12414,DR9
4757,55653,193.37,4.10,v5_7_0,v5_7_0,good,13.8,646,111,92,50,101,boss,boss,boss16,12415,DR9
4758,55682,195.66,4.40,v5_7_0,v5_7_0,good,14.7,649,126,84,53,88,boss,boss,boss16,12425,DR9
4759,55649,202.85,4.33,v5_7_0,v5_7_0,good,14.5,628,119,111,44,98,boss,boss,boss16,12431,DR9
4760,55656,197.90,4.35,v5_7_0,v5_7_0,good,19.6,627,122,111,46,94,boss,boss,boss16,12432,DR9
4761,55633,200.42,4.26,v5_7_0,v5_7_0,good,15.8,644,102,91,67,96,boss,boss,boss16,12434,DR9
4762,55888,125.71,4.78,v5_7_0,v5_7_0,good,15.0,666,91,126,37,80,boss,boss,boss16,12476,DR10
4763,55869,123.30,4.71,v5_7_0,v5_7_0,good,16.8,634,79,176,31,80,boss,boss,boss16,12477,DR10
4764,55646,127.92,5.24,v5_7_0,v5_7_0,good,14.4,618,121,119,49,93,boss,boss,boss16,12478,DR9
4765,55674,178.08,4.16,v5_7_0,v5_7_0,good,14.9,635,132,72,63,98,boss,boss,boss16,12599,DR9
4766,55677,175.52,4.26,v5_7_0,v5_7_0,good,12.2,614,127,64,68,127,boss,boss,boss16,12614,DR9
4767,55946,173.97,5.72,v5_7_0,v5_7_0,good,18.8,636,127,89,54,94,boss,boss,boss16,12629,DR10
4768,55944,172.58,4.31,v5_7_0,v5_7_0,good,15.6,660,133,60,48,99,boss,boss,boss16,12630,DR10
4769,55931,170.20,4.48,v5_7_0,v5_7_0,good,15.9,641,127,65,57,110,boss,boss,boss16,12643,DR10
4770,55928,167.76,4.46,v5_7_0,v5_7_0,good,19.6,659,129,74,35,103,boss,boss,boss16,12653,DR10
4771,55925,165.56,4.10,v5_7_0,v5_7_0,good,15.1,664,124,68,47,97,boss,boss,boss16,12660,DR10
4772,55654,158.02,4.54,v5_7_0,v5_7_0,good,15.1,592,157,90,53,108,boss,boss,boss16,12662,DR9
4773,55648,160.37,4.47,v5_7_0,v5_7_0,good,15.5,646,137,67,42,108,boss,boss,boss16,12663,DR9
4774,55659,162.98,4.51,v5_7_0,v5_7_0,good,14.3,601,147,74,62,116,boss,boss,boss16,12664,DR9
4775,55708,229.43,4.47,v5_7_0,v5_7_0,good,13.6,654,98,111,55,82,boss,boss,boss16,12737,DR9
4776,55652,227.32,4.52,v5_7_0,v5_7_0,good,14.9,637,124,106,49,84,boss,boss,boss16,12739,DR9
4777,55707,224.97,4.47,v5_7_0,v5_7_0,good,15.8,641,123,113,43,80,boss,boss,boss16,12742,DR9
4778,55706,222.99,4.52,v5_7_0,v5_7_0,good,14.1,677,98,88,57,80,boss,boss,boss16,12747,DR9
4779,55656,220.61,4.47,v5_7_0,v5_7_0,good,14.4,652,107,114,45,82,boss,boss,boss16,12752,DR9
4780,55682,218.48,4.46,v5_7_0,v5_7_0,good,12.6,657,118,88,47,90,boss,boss,boss16,12759,DR9
4781,55653,216.47,4.49,v5_7_0,v5_7_0,good,14.5,614,120,125,38,103,boss,boss,boss16,12765,DR9
4782,55654,214.21,4.47,v5_7_0,v5_7_0,good,12.6,600,119,109,69,103,boss,boss,boss16,12770,DR9
4783,55652,211.80,4.44,v5_7_0,v5_7_0,good,13.2,651,93,104,65,87,boss,boss,boss16,12774,DR9
4784,55677,209.53,4.40,v5_7_0,v5_7_0,good,12.3,608,114,114,70,94,boss,boss,boss16,12777,DR9
4785,55659,207.23,4.35,v5_7_0,v5_7_0,good,15.1,675,99,104,42,80,boss,boss,boss16,12779,DR9
4786,55651,204.99,4.33,v5_7_0,v5_7_0,good,15.7,652,105,102,61,80,boss,boss,boss16,12780,DR9
4787,55863,123.66,2.72,v5_7_0,v5_7_0,good,22.6,574,76,128,142,80,boss,boss,boss16,12781,DR10
4788,55889,122.82,0.79,v5_7_0,v5_7_0,good,16.3,612,80,159,69,80,boss,boss,boss16,12782,DR10
4789,55923,128.18,3.71,v5_7_0,v5_7_0,good,17.8,628,97,123,43,109,boss,boss,boss16,12783,DR10
4790,55888,124.99,0.68,v5_7_0,v5_7_0,good,27.1,592,83,146,99,80,boss,boss,boss16,12784,DR10
4791,55889,127.30,0.76,v5_7_0,v5_7_0,good,14.3,640,121,113,46,80,boss,boss,boss16,12786,DR10
4792,55925,125.60,2.51,v5_7_0,v5_7_0,good,13.3,670,99,102,49,80,boss,boss,boss16,12787,DR10
4793,55648,129.44,0.87,v5_7_0,v5_7_0,good,13.8,689,102,92,37,80,boss,boss,boss16,12789,DR9
4794,55647,128.58,2.93,v5_7_0,v5_7_0,good,12.2,652,110,96,62,80,boss,boss,boss16,12790,DR9
4795,55889,139.98,4.71,v5_7_0,v5_7_0,good,18.5,696,112,57,55,80,boss,boss,boss16,12802,DR10
4796,55924,142.02,4.86,v5_7_0,v5_7_0,good,16.7,688,128,47,57,80,boss,boss,boss16,12811,DR10
4797,55662,144.25,4.47,v5_7_0,v5_7_0,good,11.6,601,127,82,91,99,boss,boss,boss16,12822,DR9
4798,55672,146.24,4.65,v5_7_0,v5_7_0,good,19.2,638,139,87,42,94,boss,boss,boss16,12831,DR9
4799,55656,148.36,4.64,v5_7_0,v5_7_0,good,13.5,581,153,79,68,119,boss,boss,boss16,12838,DR9
4800,55674,150.83,4.67,v5_7_0,v5_7_0,good,12.7,632,134,72,59,103,boss,boss,boss16,12839,DR9
4801,55653,153.09,4.41,v5_7_0,v5_7_0,good,20.3,628,161,78,27,106,boss,boss,boss16,12840,DR9
4802,55652,155.61,4.35,v5_7_0,v5_7_0,good,13.3,601,182,71,49,97,boss,boss,boss16,12841,DR9
4803,55734,231.66,4.49,v5_7_0,v5_7_0,good,17.3,615,131,110,56,88,boss,boss,boss16,12844,DR9
4804,55679,236.32,4.26,v5_7_0,v5_7_0,good,16.2,614,102,117,87,80,boss,boss,boss16,12846,DR9
4805,55715,233.90,4.39,v5_7_0,v5_7_0,good,15.3,596,120,135,59,90,boss,boss,boss16,12851,DR9
4806,55688,238.70,3.52,v5_7_0,v5_7_0,good,20.8,662,84,107,67,80,boss,boss,boss16,12912,DR9
4807,55687,242.67,4.06,v5_7_0,v5_7_0,good,16.0,608,93,152,62,85,boss,boss,boss16,12915,DR9
4808,55705,240.41,4.78,v5_7_0,v5_7_0,good,16.6,576,105,135,74,110,boss,boss,boss16,12916,DR9
4831,55679,181.56,5.99,v5_7_0,v5_7_0,good,16.2,615,133,78,63,111,boss,boss,boss17,12973,DR9
4832,55680,184.45,6.02,v5_7_0,v5_7_0,good,16.5,613,149,89,45,104,boss,boss,boss17,12984,DR9
4833,55679,186.93,5.83,v5_7_0,v5_7_0,good,12.2,620,131,67,73,109,boss,boss,boss17,12997,DR9
4834,55685,189.23,5.86,v5_7_0,v5_7_0,good,12.0,629,104,80,72,115,boss,boss,boss17,13011,DR9
4835,56016,191.76,6.03,v5_7_0,v5_7_0,good,17.3,602,138,116,59,85,boss,boss,boss17,13026,DR10
4835,55688,191.76,6.03,v5_7_0,v5_7_0,good,9.4,582,126,102,105,85,boss,boss,boss17,13026,DR9
4836,55689,194.15,6.21,v5_7_0,v5_7_0,good,17.7,658,105,91,60,86,boss,boss,boss17,13038,DR9
4837,55707,203.73,6.44,v5_7_0,v5_7_0,good,14.4,636,121,84,79,80,boss,boss,boss17,13046,DR9
4838,55686,196.62,6.35,v5_7_0,v5_7_0,good,16.9,672,118,82,48,80,boss,boss,boss17,13047,DR9
4839,55703,201.54,6.32,v5_7_0,v5_7_0,good,15.1,660,111,92,44,93,boss,boss,boss17,13051,DR9
4840,55690,199.17,6.30,v5_7_0,v5_7_0,good,12.6,656,105,87,61,91,boss,boss,boss17,13052,DR9
4841,55895,125.45,6.95,v5_7_0,v5_7_0,good,16.0,649,139,89,43,80,boss,boss,boss17,13094,DR10
4842,55867,123.07,6.63,v5_7_0,v5_7_0,good,15.8,611,129,115,65,80,boss,boss,boss17,13095,DR10
4843,55860,120.47,6.91,v5_7_0,v5_7_0,good,18.9,577,91,190,62,80,boss,boss,boss17,13096,DR10
4847,55931,179.03,6.12,v5_7_0,v5_7_0,good,13.8,594,162,73,77,94,boss,boss,boss17,13179,DR10
4848,55955,176.61,6.14,v5_7_0,v5_7_0,good,12.6,618,130,77,62,113,boss,boss,boss17,13226,DR10
4849,55945,171.50,6.28,v5_7_0,v5_7_0,good,15.1,690,122,59,49,80,boss,boss,boss17,13250,DR10
4850,55929,168.99,6.50,v5_7_0,v5_7_0,good,19.0,666,153,62,39,80,boss,boss,boss17,13258,DR10
4851,55680,156.80,6.50,v5_7_0,v5_7_0,good,17.1,606,155,65,44,130,boss,boss,boss17,13259,DR9
4852,55689,159.35,6.45,v5_7_0,v5_7_0,good,11.9,575,153,63,83,126,boss,boss,boss17,13260,DR9
4853,55928,161.79,6.46,v5_7_0,v5_7_0,good,17.2,636,135,67,41,121,boss,boss,boss17,13261,DR10
4854,55685,164.00,6.21,v5_7_0,v5_7_0,good,13.5,638,130,62,49,121,boss,boss,boss17,13262,DR9
4855,55926,166.30,6.20,v5_7_0,v5_7_0,good,18.2,634,149,69,40,108,boss,boss,boss17,13263,DR10
4856,55712,226.17,6.71,v5_7_0,v5_7_0,good,13.8,619,143,102,44,92,boss,boss,boss17,13334,DR9
4857,55711,223.87,6.77,v5_7_0,v5_7_0,good,14.3,652,129,95,44,80,boss,boss,boss17,13336,DR9
4858,55686,221.60,6.57,v5_7_0,v5_7_0,good,12.4,619,150,96,48,87,boss,boss,boss17,13340,DR9
4859,55684,219.48,6.43,v5_7_0,v5_7_0,good,13.5,652,120,72,76,80,boss,boss,boss17,13344,DR9
4860,55691,217.27,6.71,v5_7_0,v5_7_0,good,10.9,629,127,101,63,80,boss,boss,boss17,13350,DR9
4861,55710,215.26,6.74,v5_7_0,v5_7_0,good,16.2,628,122,107,50,93,boss,boss,boss17,13355,DR9
4862,55685,212.92,6.65,v5_7_0,v5_7_0,good,15.0,588,140,132,53,87,boss,boss,boss17,13359,DR9
4863,55688,210.55,6.65,v5_7_0,v5_7_0,good,13.8,607,141,101,71,80,boss,boss,boss17,13362,DR9
4864,55680,208.21,6.44,v5_7_0,v5_7_0,good,13.6,651,124,79,66,80,boss,boss,boss17,13364,DR9
4865,55713,205.96,6.52,v5_7_0,v5_7_0,good,14.1,649,114,89,68,80,boss,boss,boss17,13365,DR9
4866,55895,127.68,7.28,v5_7_0,v5_7_0,good,17.3,664,122,103,31,80,boss,boss,boss17,13366,DR10
4867,55924,133.02,6.30,v5_7_0,v5_7_0,good,14.6,668,127,77,48,80,boss,boss,boss17,13371,DR10
4868,55895,135.62,6.42,v5_7_0,v5_7_0,good,21.1,669,132,74,45,80,boss,boss,boss17,13373,DR10
4869,55896,137.89,6.52,v5_7_0,v5_7_0,good,16.1,678,124,66,52,80,boss,boss,boss17,13378,DR10
4870,55923,140.43,6.71,v5_7_0,v5_7_0,good,13.2,680,118,66,56,80,boss,boss,boss17,13385,DR10
4871,55928,142.88,6.60,v5_7_0,v5_7_0,good,16.7,595,141,86,47,131,boss,boss,boss17,13394,DR10
4872,55944,145.18,6.76,v5_7_0,v5_7_0,good,23.1,700,114,74,32,80,boss,boss,boss17,13401,DR10
4873,55926,147.37,6.75,v5_7_0,v5_7_0,good,15.2,639,137,76,56,92,boss,boss,boss17,13402,DR10
4874,55673,149.79,6.53,v5_7_0,v5_7_0,good,13.2,646,151,54,50,99,boss,boss,boss17,13403,DR9
4875,55677,152.03,6.64,v5_7_0,v5_7_0,good,11.9,609,139,64,78,110,boss,boss,boss17,13404,DR9
4876,55679,154.26,6.38,v5_7_0,v5_7_0,good,12.0,572,153,72,72,131,boss,boss,boss17,13405,DR9
4877,55707,238.11,5.90,v5_7_0,v5_7_0,good,16.2,568,128,126,76,102,boss,boss,boss17,13406,DR9
4878,55710,228.53,6.63,v5_7_0,v5_7_0,good,15.7,634,134,92,50,90,boss,boss,boss17,13407,DR9
4879,55706,239.69,9.71,v5_7_0,v5_7_0,good,15.3,615,81,143,65,96,boss,boss,boss17,13408,DR9
4881,55733,235.68,6.54,v5_7_0,v5_7_0,good,13.5,590,115,105,104,86,boss,boss,boss17,13410,DR9
4882,55721,238.72,11.70,v5_7_0,v5_7_0,good,17.0,609,97,127,36,131,boss,boss,boss17,13412,DR9
4885,55735,233.27,6.61,v5_7_0,v5_7_0,good,14.5,593,132,109,67,99,boss,boss,boss17,13415,DR9
4886,55737,236.34,11.97,v5_7_0,v5_7_0,good,16.5,578,108,124,57,133,boss,boss,boss17,13417,DR9
4889,55709,230.76,6.55,v5_7_0,v5_7_0,good,17.9,606,129,106,54,105,boss,boss,boss17,13420,DR9
4890,55741,235.41,13.73,v5_7_0,v5_7_0,good,16.0,588,122,135,63,92,boss,boss,boss17,13421,DR9
4891,55736,233.43,12.25,v5_7_0,v5_7_0,good,20.0,621,122,106,38,113,boss,boss,boss17,13422,DR9
4892,55738,232.93,14.38,v5_7_0,v5_7_0,good,15.8,673,116,85,46,80,boss,boss,boss17,13426,DR9
4893,55709,240.19,7.21,v5_7_0,v5_7_0,good,15.8,584,118,125,52,121,boss,boss,boss17,13471,DR9
4895,55708,242.48,6.36,v5_7_0,v5_7_0,good,15.4,597,114,137,58,94,boss,boss,boss17,13473,DR9
4896,55712,244.18,7.53,v5_7_0,v5_7_0,good,18.5,606,86,160,45,103,boss,boss,boss17,13474,DR9
4900,55739,237.50,13.20,v5_7_0,v5_7_0,good,14.5,586,102,125,65,122,boss,boss,boss17,13481,DR9
4901,55711,240.00,12.30,v5_7_0,v5_7_0,good,16.8,588,112,129,49,122,boss,boss,boss17,13482,DR9
4903,55927,130.00,6.30,v5_7_0,v5_7_0,good,12.8,562,153,120,55,110,boss,boss,boss17,13484,DR10
4953,55749,246.97,30.56,v5_7_0,v5_7_0,good,13.3,529,143,149,82,97,boss,boss,boss18,13486,DR9
4955,55750,246.54,32.93,v5_7_0,v5_7_0,good,13.8,598,122,148,52,80,boss,boss,boss18,13488,DR9
4956,55737,244.21,31.34,v5_7_0,v5_7_0,good,14.6,571,131,135,67,96,boss,boss,boss18,13489,DR9
4960,55747,243.82,33.64,v5_7_0,v5_7_0,good,14.2,563,154,113,78,92,boss,boss,boss18,13493,DR9
4961,55719,241.44,32.35,v5_7_0,v5_7_0,good,11.6,595,138,91,68,108,boss,boss,boss18,13494,DR9
4964,55749,242.98,35.71,v5_7_0,v5_7_0,good,13.2,539,136,140,66,119,boss,boss,boss18,13497,DR9
4965,55721,240.60,34.43,v5_7_0,v5_7_0,good,11.8,583,137,109,68,103,boss,boss,boss18,13498,DR9
4966,55712,238.43,33.06,v5_7_0,v5_7_0,good,13.5,589,148,106,54,103,boss,boss,boss18,13499,DR9
4969,56041,240.01,36.64,v5_7_0,v5_7_0,good,15.1,588,115,140,55,102,boss,boss,boss18,13502,DR10
4970,56039,237.53,35.17,v5_7_0,v5_7_0,good,17.6,597,151,84,59,109,boss,boss,boss18,13503,DR10
4971,55747,235.49,33.60,v5_7_0,v5_7_0,good,14.5,609,122,95,71,103,boss,boss,boss18,13504,DR9
4973,56042,237.00,37.27,v5_7_0,v5_7_0,good,16.0,560,155,110,57,118,boss,boss,boss18,13506,DR10
4974,56038,234.69,35.95,v5_7_0,v5_7_0,good,15.5,617,133,98,51,101,boss,boss,boss18,13507,DR10
4975,56037,232.74,34.49,v5_7_0,v5_7_0,good,12.0,594,135,87,83,101,boss,boss,boss18,13508,DR10
4976,56046,236.03,39.64,v5_7_0,v5_7_0,good,14.7,607,144,116,46,87,boss,boss,boss18,13509,DR10
4977,56047,233.90,38.07,v5_7_0,v5_7_0,good,17.7,610,161,93,40,96,boss,boss,boss18,13510,DR10
4978,56036,231.69,36.61,v5_7_0,v5_7_0,good,15.3,630,137,76,55,102,boss,boss,boss18,13511,DR10
4979,56045,230.66,38.78,v5_7_0,v5_7_0,good,14.7,565,159,114,58,104,boss,boss,boss18,13512,DR10
4980,56048,228.77,37.10,v5_7_0,v5_7_0,good,15.2,598,147,99,54,102,boss,boss,boss18,13513,DR10
4983,55836,255.83,38.35,v5_7_0,v5_7_0,good,12.1,560,140,148,72,80,boss,boss,boss18,13516,DR10
4984,55827,258.01,39.41,v5_7_0,v5_7_0,good,14.2,671,73,123,53,80,boss,boss,boss18,13517,DR10
4987,55746,253.93,34.45,v5_7_0,v5_7_0,good,14.6,535,129,166,87,83,boss,boss,boss18,13520,DR9
4988,55825,256.21,35.86,v5_7_0,v5_7_0,good,17.0,512,124,222,61,81,boss,boss,boss18,13521,DR10
